latitude,longitude,utm_easting,utm_northing,utm_zone_number
35.914222652907945,128.80313256305683,482237.6003315805,3974452.459644023,52S
35.91422205290767,128.80313456305683,482237.7806480359,3974452.392732362,52S
35.9142214629074,128.80313666305682,482237.9699892585,3974452.326911653,52S
35.91422086290711,128.8031386630568,482238.15030572173,3974452.259999998,52S
35.91422027290685,128.80314076305683,482238.3396469521,3974452.1941792984,52S
35.914219672906576,128.80314276305683,482238.51996342087,3974452.127267652,52S
35.91421908290629,128.80314476305682,482238.70028212527,3974452.0614651414,52S
35.91421848290603,128.80314686305684,482238.88962113106,3974451.994535321,52S
35.91421788290575,128.80314886305683,482239.0699376057,3974451.9276236854,52S
35.914217292905484,128.80315096305682,482239.25927885,3974451.861803005,52S
35.91421669290521,128.80315296305682,482239.43959533016,3974451.7948913774,52S
35.91421610290494,128.80315506305683,482239.6289365823,3974451.729070704,52S
35.914215502904646,128.80315706305683,482239.80925306794,3974451.662159083,52S
35.914214902904384,128.80315906305682,482239.98956955853,3974451.5952474684,52S
35.9142143129041,128.8031611630568,482240.1789108145,3974451.529426806,52S
35.91421371290384,128.80316316305684,482240.3592273129,3974451.462515198,52S
35.914241482916616,128.80318556305681,482242.3864801297,3974454.538504653,52S
35.91423992291588,128.80318466305684,482242.30492875614,3974454.3656435437,52S
35.91423835291517,128.8031838630568,482242.2323976671,3974454.1916551255,52S
35.91423679291445,128.80318296305683,482242.1508462874,3974454.018794018,52S
35.914235222913724,128.80318216305682,482242.07831519475,3974453.844805598,52S
35.914233662913,128.8031812630568,482241.99676380656,3974453.671944493,52S
35.914232092912286,128.80318046305683,482241.9242327104,3974453.4979560766,52S
35.91423053291157,128.80317956305683,482241.842681316,3974453.3250949727,52S
35.914228962910855,128.80317876305682,482241.7701502117,3974453.1511065583,52S
35.91422740291012,128.80317786305682,482241.68859881116,3974452.978245454,52S
35.9142258329094,128.80317706305684,482241.61606770323,3974452.8042570404,52S
35.91422427290869,128.80317616305683,482241.5345162965,3974452.63139594,52S
35.91422270290797,128.80317526305683,482241.4529626517,3974452.457425708,52S
35.91422114290725,128.80317446305682,482241.38043376757,3974452.2845464274,52S
35.91421957290652,128.8031735630568,482241.2988801142,3974452.110576195,52S
35.914218012905806,128.80317276305684,482241.22635123116,3974451.937696918,52S
35.914216442905094,128.8031718630568,482241.1447975716,3974451.7637266885,52S
35.91421488290438,128.80317106305682,482241.07226867817,3974451.590847412,52S
35.91421345290372,128.80316526305683,482240.548642331,3974451.4332959293,52S
35.91421345290372,128.80316666305683,482240.67495775165,3974451.433041388,52S
35.914213722903845,128.80316796305684,482240.7923109902,3974451.4627516177,52S
35.91421412290403,128.80316936305684,482240.9187158105,3974451.506862394,52S
35.914214522904196,128.8031701630568,482240.9909854464,3974451.5510822567,52S
35.91424197291683,128.8031884630568,482242.648242913,3974454.5923249545,52S
35.91424129291651,128.80319056305683,482242.8375640134,3974454.5165221533,52S
