llatitude,longitude,Z
37.288911100569706,13.106917499959007,-119.70082450106334
37.2889020005697,13.106937999959026,-114.94635553211616
37.28889490056971,13.106958699959016,-110.64031763918572
37.288888000569706,13.106980099959017,-107.76980426544898
37.2888870005697,13.106987999959026,-95.96243554887378
37.2888872005697,13.106995999959008,-84.90593477073261
37.28888840056971,13.107002399959024,-74.42783573578872
37.2888924005697,13.10701489995901,-64.30946571684247
37.288896400569705,13.107022899959016,-53.58508072056492
37.288901100569696,13.107028999959013,-42.744510865244166
37.288908600569705,13.10703579995902,-31.731443551661503
37.28892020056971,13.107042899959021,-21.38915069378951
37.288937200569706,13.10705249995902,-24.69512047703487
37.288953800569715,13.107062299959013,-23.179287156464387
37.28897090056971,13.107071299959024,-23.380957977031127
37.28898320056971,13.10708049995903,-34.652232690787
37.28898800056971,13.107086799959022,-45.72612589166064
37.28899130056971,13.107093199959039,-56.77460450085801
37.2889942005697,13.107102199959023,-67.86803507972144
37.288996100569726,13.107111699959024,-78.02357086974193
37.28899620056971,13.107119499959037,-89.11834180330874
37.28899440056973,13.10713399995903,-99.28734121799614
37.28899070056971,13.107148499959028,-109.99399146512238
37.28898260056971,13.10716959995903,-114.64462334389944
37.2889752005697,13.107190299959049,-111.66217672920894
37.28896780056972,13.107211899959044,-111.28130049068083
37.288960300569705,13.107231499959031,-115.05330878251768
37.28895080056971,13.107251999959024,-120.23248348515844
37.288943500569715,13.107262699959051,-131.52608412782908
37.28893550056972,13.107270899959026,-142.08186509304005
37.2889261005697,13.107276899959025,-153.92499362466228
37.28891690056971,13.107280499959026,-163.9440785146738
37.28890910056971,13.107281499959054,-174.3963604752565
37.28890440056971,13.107281299959034,179.9694645874552
37.28889730056971,13.107279699959044,168.90530546193622
37.28888730056969,13.107274699959047,158.89330351093062
37.2888709005697,13.107266399959048,159.36007078239484
37.28885390056969,13.107258099959047,160.39644422288066
37.2888370005697,13.107249599959026,161.44548221897892
37.28881110056969,13.107235499959023,155.53545860591996
37.28879410056969,13.107225399959034,155.30495285878072
37.28877650056969,13.107216399959048,158.64576469434738
37.28875990056969,13.107208599959037,160.21121042126975
37.28874230056969,13.107200099959043,158.84669918472366
37.288725600569684,13.107192199959032,159.55695609015726
37.28870770056967,13.107183899959033,159.55694772306157
37.28869110056967,13.107175899959026,157.58452345711902
37.28867380056967,13.107167099959035,157.52661885622564
37.288657200569666,13.107158399959019,155.30487736859607
37.28863980056967,13.107149199959037,156.57225023096868
37.288625300569656,13.107140999959036,155.2216397564588
37.28860920056966,13.107132299959016,158.61083809740026
37.28859180056966,13.107123499959027,159.3540727824632
37.28857500056967,13.107115699959042,160.70434004209662
37.28855780056965,13.107107099959023,159.35990680750973
37.28854120056966,13.10709789995904,157.5844411723163
37.28852470056965,13.107087799959027,152.07632420308136
37.288513600569665,13.107078099959033,141.93584815928057
37.28850700056965,13.107069199959021,131.66791359212752
37.28850160056966,13.107059099959033,120.89089292409412
37.288497200569644,13.107046199959028,110.45196192908442
37.28849520056967,13.107034499959024,99.93678566141354
37.28849500056966,13.107022699959023,89.52307522336814
37.288497000569656,13.107005699959004,77.95393496211693
37.28850090056965,13.106991799959022,67.45221711857904
37.28850590056966,13.106981499959014,57.09894397816738
37.28851170056965,13.10697329995901,46.273515010293146
37.28851920056967,13.106965899959015,35.95587075551276
37.288525700569664,13.106961599959007,25.629506681807
37.28853540056966,13.106957999959008,14.450731688683716
37.28854520056966,13.106956499959013,4.160736645958731
37.288555100569646,13.106957299959024,-6.394325900067775
37.288565300569665,13.10696049995903,-16.74498031904471
37.28858190056967,13.106969799959009,-22.428372069604865
37.288598700569665,13.106978999959015,-19.978109230744117
37.28861630056967,13.106984499959026,-11.511995435602437
37.28862720056968,13.106985499959029,-1.1471133757839007
37.288636000569674,13.106984099959007,9.217764601526104
37.28864570056968,13.106980599959032,19.609937842223477
37.28866210056968,13.106970699959016,29.437313635030577
37.28867000056968,13.106963699959014,39.62732331477422
37.288676400569685,13.106955699959029,49.881708012106
37.28868260056968,13.106944899959007,59.96409646328463
37.288687800569676,13.106930599959007,70.00596225386282
37.28869030056969,13.106918399959014,81.3119256521425
37.288691400569675,13.106897099959012,92.26358691496922
37.28868920056968,13.106873599959005,96.91731220451436
37.288685500569684,13.106850799959009,103.16790565154564
37.28868290056967,13.106828399959007,93.57765398243744
37.28868360056968,13.106817399959011,83.45668249351674
37.28868630056969,13.106803599959003,72.44357593565026
37.288691500569676,13.106789599958997,62.0151915145248
37.28870170056968,13.106771799958997,52.81066175045403
37.28871280056969,13.106757499958997,42.1038558586583
37.28871980056969,13.106751599958995,31.530481964295053
37.288731300569694,13.106745599958996,20.629117384959383
37.28874850056969,13.106740799958997,10.148707416711964
37.288759500569675,13.106740299959009,-1.147265504927638
37.28877080056968,13.10674239995899,-11.391362008959064
37.28878380056969,13.106747699959001,-21.780307511363027
37.28879540056969,13.10675559995901,-32.65225325556547
37.28880150056969,13.106762499958991,-42.65706281817039
37.28880750056969,13.106771899958995,-52.84939473370533
37.2888124005697,13.106782999958984,-63.45410461278418
37.2888149005697,13.106792999959,-74.09324113734503
37.2888164005697,13.106806099959,-84.28497706707367
37.2888161005697,13.106823099959017,-94.5258761841984
37.28881270056969,13.10684579995899,-103.25686549921552
37.288807700569706,13.106867999958999,-106.49525092430488
37.288802000569696,13.106889399959023,-108.2011749995362
37.288796000569675,13.10691099995902,-108.20116032844348
37.28879030056968,13.106932199959,-107.70998376033025
37.28878450056969,13.106954599959002,-108.36004932397732
37.28877820056969,13.106975299959018,-109.8186934432558
37.2887717005697,13.106996899959013,-109.81867865312311
37.28876530056971,13.107019099959022,-110.10841990379986
37.28875780056967,13.10704059995902,-111.89981423388436
37.28875120056969,13.107062099959016,-110.28253338017916
37.28874260056969,13.107094099959019,-113.58250317797597
37.288735500569686,13.107114799959035,-113.79270421603984
37.28872780056968,13.107136099959037,-114.35590341709172
37.288720800569685,13.107156799959027,-111.4699879049977
37.28871380056968,13.107178399959048,-113.60561828707904
37.28870690056968,13.107199599959053,-112.94796069584244
37.28869910056967,13.107220999959027,-114.355843209806
37.28869190056968,13.107241599959046,-114.35582855486908
37.28868200056968,13.10726919995904,-119.70053132055682
37.28867430056967,13.107281499959058,-130.27632618961195
37.28867030056969,13.107285499959046,-140.3388989973567
37.28865710056969,13.107294899959049,-150.68529362808383
37.28864910056968,13.10729819995903,-162.17047212162456
37.28864200056967,13.107299399959029,-172.17821368931084
37.28863620056967,13.107299199959058,179.9560392548308
37.28862870056967,13.107297399959046,169.02278898538654
37.28861140056968,13.10729079995906,161.9745889326774
37.288595100569665,13.107281999959046,156.5590964434035
37.288577800569655,13.107273099959057,159.73935152471032
37.288560300569664,13.10726679995904,164.6635328584869
37.28854300056966,13.107261499959051,166.6091880670254
37.28852530056966,13.107255699959047,164.29647775184634
37.288509200569656,13.107247499959046,153.94867599882656
37.28850230056966,13.107241499959049,142.44322260430067
37.28849790056965,13.107235699959045,132.2980747261872
37.288491400569654,13.107226799959031,143.7233017161236
37.288485300569654,13.10722279995904,153.9486547954639
37.28848380056966,13.107221999959034,143.66956454817492
37.28849710056965,13.107236699959023,138.04494250807207
37.28851070056965,13.107252899959033,132.17187231798692
37.28851630056967,13.107261699959047,122.10152918768864
37.28851990056965,13.10726869995905,111.06870689602462
37.28852240056965,13.107277799959034,100.63583651130284
37.28852350056966,13.10728659995905,90.2058493748378
37.28852320056966,13.107296399959043,80.126523364698
37.28851940056967,13.107318399959055,73.15946360534438
37.28851930056966,13.107320899959053,63.10133885420598
37.28852770056965,13.107301699959057,59.70160546603524
37.288533500569656,13.10729249995905,48.66135361222332
37.28853900056967,13.107286799959045,37.904829261100936
37.28854730056966,13.107280899959044,27.69263630250595
37.288552500569665,13.107278899959036,15.974190017533113
37.28855790056968,13.107278299959047,5.819968910742606
37.28856730056967,13.107278899959034,-4.337492123180545
37.28857940056967,13.107282199959041,-14.678368061608335
37.28859650056967,13.10729089995906,-20.69717433973199
37.28861340056966,13.107299199959058,-19.38823889518779
37.28863010056966,13.107308199959045,-24.69504317825975
37.28864110056968,13.10731579995906,-34.72898455915553
37.28864780056968,13.10732409995906,-46.016548546612455
37.28865260056967,13.107332799959053,-57.38577377914642
37.28865480056968,13.107339799959055,-68.29382319178067
37.28865590056968,13.107347099959053,-79.69173712533022
37.28865590056967,13.107354499959046,-89.80675521084673
37.28865470056966,13.107362899959044,-99.87346158616847
37.28865000056967,13.10738359995906,-105.97615668022388
37.28864340056967,13.107405299959051,-110.4595458719276
37.28863470056967,13.107426199959065,-118.74019348071714
37.28862850056967,13.107436399959049,-129.04489250138084
37.28862140056967,13.10744429995906,-139.91845882022778
37.28861550056967,13.107448699959066,-150.4562724504403
37.28860890056968,13.107451699959054,-160.66351910880329
37.288595500569656,13.107454799959063,-171.31653747883755
37.28857920056967,13.10745609995906,179.94300924185578
37.288566300569656,13.107453899959058,169.44787544758773
37.28854990056966,13.10744659995906,159.40802773042697
37.28853330056967,13.107438599959053,160.17618084921682
37.28851620056966,13.107430299959052,159.18411860208596
37.28849920056965,13.107421699959058,158.1230815914922
37.28848250056965,13.10741309995904,157.07670962778658
37.28846550056966,13.10740459995907,157.83018068537936
37.28844890056965,13.10739619995907,155.08115733567502
37.288431700569646,13.10738639995905,154.2412149747798
37.28841480056964,13.10737639995906,158.09601964151923
37.28839820056964,13.107365899959058,151.6310068579922
37.288391900569636,13.107359299959047,140.6678605050426
37.28838510056964,13.107349699959048,129.40044191811015
37.28837980056964,13.107338799959052,118.54334454539791
37.288375700569645,13.107325199959039,108.3461538284286
37.28837340056964,13.107308099959049,97.66144502806488
37.288373600569635,13.107293799959049,86.82439692545037
37.28837700056963,13.107272999959036,76.51547924999021
37.288382600569626,13.10725129995904,72.13388686349218
37.28838880056964,13.107230199959035,70.65746828194233
37.28839500056965,13.107207799959031,72.79385978247427
37.28840250056964,13.10718719995904,68.15467492169788
37.28841090056962,13.10716699995904,63.391802423688105
37.28841990056966,13.107147099959032,65.55380390665836
37.288428300569656,13.10712759995904,62.51155568628543
37.28843320056965,13.107120499959041,50.67680191609959
37.28843840056965,13.107115599959045,38.381947790620096
37.288444700569656,13.107111599959028,27.06494731667429
37.28845130056964,13.10710909995903,16.144052703528896
37.288462200569654,13.107107399959016,5.36460227795286
37.28847430056965,13.107108199959026,-4.91162045192683
37.28849160056965,13.10711269995903,-14.006308113021978
37.288508100569665,13.107120799959034,-21.66338262126631
37.28852480056966,13.107129399959028,-22.16997704643764
37.288541400569656,13.107138499959039,-19.687336297027407
37.28855850056967,13.107147499959023,-21.389167936441584
37.288575100569666,13.107156099959042,-20.414459479728876
37.28859220056967,13.107165199959026,-20.640054798900444
37.28860880056966,13.107174199959037,-21.663327512967957
37.28862580056967,13.10718329995902,-22.415491290293502
37.28864270056967,13.107192499959027,-22.67309467300936
37.288659500569686,13.107199299959035,-13.631227510362368
37.28867490056966,13.10720209995905,-3.352091480261277
37.28869270056968,13.107201699959033,6.438155184831214
37.28871080056969,13.107196699959038,16.37126910499457
37.28872410056968,13.107190099959027,26.734479539924585
37.28873690056968,13.10717999995904,37.051526909943696
37.288749500569686,13.10716569995904,47.4236763703694
37.288757700569676,13.107152199959025,57.69168307113634
37.288762900569694,13.107139499959015,67.8892154572614
37.28876960056969,13.107119199959042,70.18140284569296
37.28877600056969,13.107097599959022,70.35361627077158
37.28878240056967,13.10707559995901,70.35360194434774
37.28878870056969,13.107053899959014,69.54021073810115
37.288795100569686,13.107033099959027,69.35976152132905
37.28880190056969,13.107011699959026,68.8464402910319
37.28880850056971,13.106990299959026,68.2729339202171
37.28881650056969,13.106968999959026,63.98276043698272
37.288823100569694,13.106947799959022,69.5401372651827
37.288829700569686,13.10692579995901,69.54012145903293
37.2888368005697,13.106904399959008,65.78864016769829
37.2888430005697,13.106883199959004,71.47808630181115
37.28884860056971,13.106861899959002,70.82726074390739
37.2888549005697,13.106840599959,69.5861067327516
37.288861700569704,13.106817899959001,68.90388806557655
37.288868000569714,13.106796599958999,71.15841232142785
37.288872800569706,13.106775199959,76.5150848665502
37.288875200569706,13.106754499958983,86.80473843312616
37.288874600569706,13.106737799958985,96.99302503229175
37.28887180056969,13.106723799959004,107.04841104029714
37.2888670005697,13.106710899959001,117.59522068131868
37.28886100056969,13.10669949995899,127.63418356417758
37.288852100569706,13.106687399958995,138.90161826220137
37.2888393005697,13.106675899958987,149.34509179674498
37.2888242005697,13.106664699958998,151.630703627267
37.288808400569685,13.106654599958985,154.7655792047245
37.2887912005697,13.106644099958979,154.24086066160464
37.28877460056969,13.106634699959004,157.84945907413712
37.288757600569674,13.106626699958973,161.97421354814364
37.28874090056968,13.106618799958987,158.65135474372806
37.28872430056968,13.106610499958988,159.4198528674786
37.28870720056968,13.106601699958997,158.06996172220906
37.28869010056968,13.106593299959,162.8489184605444
37.28868140056966,13.106587599958996,152.6700224078081
37.288664700569676,13.106579199958993,158.94187134107142
37.28864710056968,13.106571499958983,156.54474277328873
37.28863390056968,13.106567399958967,167.27473208101694
37.28862030056967,13.10656569995898,178.2581258903567
37.28861610056966,13.106565999958972,-179.3643607118192
37.28860920056966,13.106567799958984,-168.12464459441946
37.28860040056968,13.106571799958974,-157.21178323087946
37.28858840056968,13.10657949995899,-146.0730934505288
37.28857350056967,13.106593099958978,-139.83553316640007
37.28856770056966,13.10660089995899,-128.6722133938809
37.288558700569666,13.106618299958974,-117.51386222597728
37.28855210056965,13.106638599958998,-109.93747950141264
37.28854460056966,13.106660599958985,-112.5087497387936
37.28853810056965,13.10668219995898,-108.52196929545812
37.28853160056965,13.106702299958984,-111.47021036461044
37.288524400569656,13.106723799959004,-112.11097583292644
37.288517100569656,13.106744499958996,-112.97366956047848
37.28851010056966,13.10676639995901,-111.54021496129428
37.288503000569655,13.106787799958985,-113.1731098441301
37.288496300569655,13.106808799958994,-110.73490613738062
37.28849040056966,13.106830299959018,-109.8187066149409
37.28848340056965,13.106852199959006,-112.35296008338268
37.28847620056965,13.106873699959005,-110.8239587173776
37.288469300569645,13.106895099959006,-113.17303426162589
37.28846250056966,13.106915899959018,-111.54011113858049
37.28845560056964,13.106937299959018,-111.8578314972415
37.288448600569644,13.10695809995903,-112.29620388869616
37.28844120056965,13.106979799959024,-112.35287068514712
37.28843430056964,13.107000899959006,-110.10834497007836
37.28842790056966,13.107022999959016,-108.8293075351335
37.28842120056964,13.10704489995903,-109.7690369143967
37.28841420056965,13.10706579995904,-111.4270476880857
37.28840690056964,13.107086799959026,-110.90275363626388
37.28839970056962,13.107108299959023,-109.6037094155225
37.28839320056966,13.107128399959025,-108.82923494900685
37.288386000569645,13.107149799959025,-112.0255539920002
37.28837880056964,13.107171299959024,-110.21595368143612
37.288371700569634,13.107192699959048,-107.91486313214352
37.288364600569636,13.107214399959043,-110.04885331092396
37.28835820056964,13.107235699959045,-104.84136481723584
37.28835170056963,13.107256499959032,-110.45955856594811
37.288345100569636,13.107278199959051,-111.42690048836393
37.28833950056965,13.107298799959045,-108.85417989551124
37.28833450056963,13.107321899959032,-98.345593697103
37.28833420056963,13.107334499959043,-87.86104639558047
37.28833540056963,13.107341799959064,-77.86008136837788
37.288338800569626,13.10735369995904,-66.67567350900302
37.288346300569636,13.107369099959065,-55.6538675979687
37.28835530056964,13.107381799959049,-45.51181881619557
37.28836730056963,13.10739319995906,-34.80354597305213
37.28838080056964,13.107401799959053,-23.7085178646232
37.28839680056965,13.107410099959054,-21.630218764586683
37.28841370056965,13.107418999959066,-20.87067681913331
37.288430500569646,13.107426999959074,-19.60354379905162
37.288447500569646,13.107435999959058,-22.223250106691225
37.28846380056964,13.107444499959056,-21.66319640675014
37.28848110056967,13.107453299959044,-20.12332194898932
37.28849820056966,13.107461499959072,-20.11728798791211
37.28851490056966,13.107470999959048,-23.18595578014105
37.28853200056965,13.107480799959067,-22.659572451539614
37.28854860056966,13.107489999959073,-22.923232691903035
37.288565000569655,13.10749969995907,-23.68812993831061
37.28858210056967,13.107508499959058,-20.870585780766422
37.288599000569654,13.107515299959065,-15.716272916749602
37.28861710056967,13.107521699959056,-14.522951414675378
37.28862770056967,13.107523799959063,-4.413145834236683
37.28863410056967,13.107523099959076,5.986275886657181
37.288640900569675,13.107520999959071,16.056138244455042
37.28864720056967,13.10751719995905,26.89557838766526
37.28865210056968,13.10751259995907,39.15634757793855
37.28865560056967,13.107507799959073,49.53786147051409
37.28866140056965,13.107497199959072,59.70167607791927
37.288666700569685,13.10748269995905,69.82775337958303
37.28867250056967,13.107460799959062,74.53808018623594
37.288677600569685,13.107438999959069,74.31451604608817
37.28868290056968,13.107417499959073,72.44394891307765
37.28868850056968,13.107395599959057,71.77580356680511
37.28869390056968,13.10737329995905,73.11059029890104
37.28869970056969,13.107351999959048,70.82759549903842
37.28870580056969,13.107330799959044,69.54039992164749
37.28871570056967,13.10730799995905,60.558782498730686
37.288724100569695,13.10728889995905,57.34388324951708
37.28872910056969,13.107282099959043,47.27363410034506
37.28873600056968,13.10727519995904,36.62068452898036
37.28874640056971,13.10726799995904,25.93604747368316
37.28875490056968,13.107264999959053,14.24029913760798
37.28876510056969,13.107263799959052,4.222983955039799
37.288776700569684,13.107264799959056,-5.982572880563309
37.28879260056968,13.107269399959035,-16.925551045688863
37.2888083005697,13.107278499959044,-27.145091636363443
37.28881200056969,13.107279999959038,-20.414333909607603
37.28882200056969,13.107286699959047,-31.390985714491705
37.288826400569675,13.107291699959042,-42.699900639180505
37.288830500569695,13.107298399959049,-53.50296123111677
37.28883310056968,13.107305099959033,-64.30930663697897
37.2888346005697,13.10731149995905,-74.7376916938691
37.2888350005697,13.107318299959031,-85.69972164415778
37.28883430056968,13.107327799959057,-96.49289200514548
37.288831000569694,13.107349699959046,-100.5332407691106
37.28882620056969,13.107371899959054,-106.76153552192382
37.288819700569704,13.107393299959055,-109.64622257945013
37.28881380056969,13.107415599959062,-106.49492031608062
37.28880830056969,13.107437399959052,-106.11370030963104
37.288802500569695,13.107458899959076,-108.04473381533649
37.288796200569706,13.107480699959066,-108.20081431340434
37.288790100569685,13.107503099959047,-107.79618866215031
37.28878450056969,13.107524499959071,-105.5964068295218
37.28877900056968,13.107546499959083,-107.7096084768248
37.28877280056968,13.107568199959053,-108.20075576348574
37.288767100569686,13.107590099959067,-107.055082734031
37.28876130056969,13.107611799959086,-106.76137543701724
