seq,latitude,longitude,latitude_utm,longitude_utm,option,,
3530,37.2886893,127.107255,332221.6271,4128577.653,0,,
3532,37.2886879,127.1072579,332221.8811,4128577.492,0,,
3534,37.2886862,127.1072609,332222.1433,4128577.298,0,,
3536,37.2886846,127.1072638,332222.3968,4128577.116,0,,
3538,37.2886829,127.1072664,332222.6235,4128576.922,0,,
3540,37.2886813,127.1072692,332222.8682,4128576.74,0,,
3542,37.2886794,127.1072719,332223.1033,4128576.524,0,,
3544,37.2886777,127.1072744,332223.3212,4128576.331,0,,
3546,37.288676,127.1072769,332223.539,4128576.138,0,,
3548,37.2886738,127.107279,332223.7203,4128575.89,0,,
3550,37.2886718,127.1072814,332223.9286,4128575.664,0,,
3552,37.2886697,127.1072835,332224.1101,4128575.427,0,,
3554,37.2886674,127.1072855,332224.2823,4128575.169,0,,
3556,37.2886649,127.1072873,332224.4363,4128574.888,0,,
3558,37.2886624,127.1072889,332224.5726,4128574.608,0,,
3560,37.2886599,127.1072904,332224.7001,4128574.328,0,,
3562,37.2886573,127.1072915,332224.7918,4128574.037,0,,
3564,37.2886547,127.1072923,332224.8569,4128573.747,0,,
3566,37.2886518,127.1072928,332224.8948,4128573.425,0,,
3568,37.288649,127.1072929,332224.8975,4128573.114,0,05_end,
,,,0,0,0,06_start,Tparking
,,,0,0,0,06_end,Tparking
4214,37.288649,127.107366,332231.3779,4128572.984,0,07_start,
4216,37.2886485,127.1073695,332231.6871,4128572.923,0,,
4218,37.288648,127.107373,332231.9962,4128572.861,0,,
4220,37.2886473,127.1073765,332232.305,4128572.777,0,,
4222,37.2886466,127.1073798,332232.596,4128572.693,0,,
4224,37.2886457,127.1073832,332232.8954,4128572.588,0,,
4226,37.2886448,127.1073865,332233.1859,4128572.482,0,,
4228,37.2886437,127.1073898,332233.476,4128572.354,0,,
4230,37.2886426,127.107393,332233.7573,4128572.226,0,,
4232,37.2886413,127.1073962,332234.0381,4128572.076,0,,
4234,37.2886401,127.1073994,332234.3191,4128571.937,5,,
4236,37.288639,127.1074025,332234.5915,4128571.81,5,,
4238,37.2886378,127.1074057,332234.8725,4128571.671,5,,
4240,37.2886366,127.1074087,332235.1358,4128571.533,5,,
4242,37.2886354,127.1074119,332235.4168,4128571.394,5,,
4244,37.2886343,127.107415,332235.6892,4128571.266,5,,
4246,37.288633,127.1074181,332235.9611,4128571.116,0,,
4248,37.2886317,127.1074211,332236.2242,4128570.967,0,,
4250,37.2886303,127.1074243,332236.5048,4128570.806,0,,
4252,37.2886288,127.1074272,332236.7585,4128570.634,0,,
4254,37.2886272,127.10743,332237.0032,4128570.452,0,,
4256,37.2886255,127.1074327,332237.2388,4128570.258,0,,
4258,37.2886236,127.1074353,332237.465,4128570.043,0,,
4260,37.2886217,127.1074377,332237.6736,4128569.828,0,,
4262,37.2886196,127.1074398,332237.8551,4128569.591,0,,
4264,37.2886174,127.1074419,332238.0364,4128569.343,0,,
4266,37.2886152,127.1074437,332238.1911,4128569.096,0,,
4268,37.2886127,127.1074454,332238.3362,4128568.816,0,,
4270,37.2886104,127.107447,332238.4729,4128568.558,0,,
4272,37.2886079,127.1074484,332238.5915,4128568.278,0,,
4274,37.2886054,127.1074497,332238.7012,4128567.998,0,,
4276,37.2886029,127.1074509,332238.802,4128567.719,0,,
4278,37.2886003,127.107452,332238.8938,4128567.428,0,,
4280,37.2885977,127.107453,332238.9766,4128567.138,0,,
4282,37.2885951,127.1074536,332239.0241,4128566.848,0,,
4284,37.2885924,127.1074543,332239.0801,4128566.547,0,,
4286,37.2885897,127.1074547,332239.1096,4128566.247,0,,
4288,37.2885871,127.107455,332239.1304,4128565.958,0,,
4290,37.2885844,127.1074549,332239.1155,4128565.659,0,,
4292,37.2885817,127.1074547,332239.0918,4128565.36,0,,
4294,37.2885791,127.1074543,332239.0506,4128565.072,0,,
4296,37.2885764,127.1074537,332238.9914,4128564.773,5,,
4298,37.2885738,127.1074528,332238.9058,4128564.486,5,,
4300,37.2885712,127.1074518,332238.8114,4128564.2,5,,
4302,37.2885686,127.1074508,332238.717,4128563.913,5,,
4304,37.288566,127.1074498,332238.6225,4128563.626,5,,
4306,37.2885634,127.1074487,332238.5193,4128563.34,5,,
4308,37.2885609,127.1074475,332238.4073,4128563.064,5,,
4310,37.2885583,127.1074465,332238.3129,4128562.778,5,,
4312,37.2885558,127.1074453,332238.201,4128562.502,5,,
4314,37.2885532,127.1074443,332238.1065,4128562.216,5,,
4316,37.2885507,127.1074433,332238.0123,4128561.94,5,,
4318,37.2885481,127.1074422,332237.909,4128561.654,5,,
4320,37.2885455,127.1074411,332237.8057,4128561.367,5,,
4322,37.2885429,127.1074401,332237.7113,4128561.08,5,,
4324,37.2885404,127.1074389,332237.5994,4128560.805,5,,
4326,37.2885378,127.1074377,332237.4872,4128560.519,5,,
4328,37.2885353,127.1074364,332237.3664,4128560.244,5,,
4330,37.2885328,127.1074351,332237.2456,4128559.969,5,,
4332,37.2885302,127.1074338,332237.1246,4128559.682,5,,
4334,37.2885277,127.1074326,332237.0127,4128559.407,5,,
4336,37.2885251,127.1074313,332236.8916,4128559.121,5,,
4338,37.2885225,127.1074301,332236.7795,4128558.835,5,,
4340,37.28852,127.1074288,332236.6587,4128558.56,5,,
4342,37.2885174,127.1074276,332236.5465,4128558.273,5,,
4344,37.2885148,127.1074263,332236.4255,4128557.987,5,,
4346,37.2885123,127.107425,332236.3047,4128557.712,5,,
4348,37.2885098,127.1074238,332236.1928,4128557.437,5,,
4350,37.2885073,127.1074226,332236.0808,4128557.161,5,,
4352,37.2885047,127.1074214,332235.9687,4128556.875,5,,
4354,37.2885022,127.1074202,332235.8567,4128556.6,5,,
4356,37.2884997,127.107419,332235.7448,4128556.325,5,,
4358,37.2884972,127.1074178,332235.6329,4128556.049,5,,
4360,37.2884947,127.1074165,332235.5121,4128555.774,5,,
4362,37.2884921,127.1074154,332235.4088,4128555.488,5,,
4364,37.2884895,127.1074141,332235.2878,4128555.202,5,,
4366,37.288487,127.1074128,332235.167,4128554.926,5,,
4368,37.2884844,127.1074116,332235.0548,4128554.64,5,,
4370,37.288482,127.1074105,332234.952,4128554.376,5,,
4372,37.2884796,127.1074092,332234.8314,4128554.112,5,,
4374,37.2884771,127.1074082,332234.7372,4128553.836,5,,
4376,37.2884747,127.107407,332234.6255,4128553.572,5,,
4378,37.2884724,127.1074059,332234.5228,4128553.319,5,,
4380,37.28847,127.1074048,332234.42,4128553.054,5,,
4382,37.2884677,127.1074038,332234.3262,4128552.801,5,,
4384,37.2884653,127.1074028,332234.2322,4128552.536,5,,
4386,37.288463,127.1074017,332234.1296,4128552.283,5,,
4388,37.2884607,127.1074005,332234.0181,4128552.03,5,,
4390,37.2884581,127.1073995,332233.9237,4128551.743,5,,
4392,37.2884557,127.1073983,332233.812,4128551.479,5,,
4394,37.2884531,127.1073971,332233.6998,4128551.193,5,,
4396,37.2884506,127.107396,332233.5968,4128550.918,5,,
4398,37.288448,127.1073948,332233.4846,4128550.631,5,,
4400,37.2884453,127.1073937,332233.3811,4128550.334,5,,
4402,37.2884428,127.1073925,332233.2692,4128550.058,5,,
4404,37.2884403,127.1073913,332233.1572,4128549.783,5,,
4406,37.2884377,127.10739,332233.0362,4128549.497,5,,
4408,37.2884352,127.1073886,332232.9065,4128549.222,5,,
4410,37.2884328,127.1073872,332232.7771,4128548.958,5,,
4412,37.2884304,127.1073856,332232.6299,4128548.695,5,,
4414,37.288428,127.1073839,332232.4739,4128548.431,5,,
4416,37.2884256,127.1073823,332232.3267,4128548.168,5,,
4418,37.2884233,127.1073806,332232.1709,4128547.916,5,,
4420,37.2884209,127.1073789,332232.0148,4128547.653,5,,
4422,37.2884186,127.1073771,332231.8502,4128547.401,5,,
4424,37.2884164,127.1073754,332231.6946,4128547.159,5,,
4426,37.2884142,127.1073735,332231.5212,4128546.919,5,,
4428,37.2884118,127.1073717,332231.3563,4128546.656,5,,
4430,37.2884096,127.10737,332231.2007,4128546.415,5,,
4432,37.2884073,127.1073681,332231.0272,4128546.163,5,,
4434,37.2884051,127.1073662,332230.8539,4128545.922,5,,
4436,37.2884029,127.1073642,332230.6717,4128545.681,5,,
4438,37.2884009,127.1073621,332230.4811,4128545.463,5,,
4440,37.2883988,127.10736,332230.2902,4128545.234,5,,
4442,37.2883968,127.1073577,332230.0819,4128545.016,0,,
4444,37.2883949,127.1073553,332229.8649,4128544.81,0,,
4446,37.288393,127.1073529,332229.6479,4128544.603,0,,
4448,37.2883912,127.1073504,332229.4223,4128544.408,0,,
4450,37.2883895,127.1073478,332229.188,4128544.224,0,,
4452,37.288388,127.1073453,332228.9631,4128544.062,0,,
4454,37.2883864,127.1073425,332228.7113,4128543.889,0,,
4456,37.288385,127.1073397,332228.4599,4128543.739,0,,
4458,37.2883837,127.1073369,332228.2088,4128543.6,0,,
4460,37.2883824,127.107334,332227.9489,4128543.46,0,,
4462,37.2883813,127.107331,332227.6805,4128543.344,0,,
4464,37.2883802,127.1073279,332227.4032,4128543.227,0,,
4466,37.2883794,127.1073248,332227.1266,4128543.144,0,,
4468,37.2883786,127.1073216,332226.8411,4128543.061,0,,
4470,37.2883781,127.1073184,332226.5563,4128543.011,0,,
4472,37.2883777,127.1073153,332226.2806,4128542.972,0,,
4474,37.2883774,127.1073123,332226.014,4128542.944,0,,
4476,37.2883773,127.1073091,332225.7301,4128542.939,0,,
4478,37.2883773,127.1073059,332225.4464,4128542.944,0,,
4480,37.2883774,127.1073027,332225.1629,4128542.961,0,,
4482,37.2883773,127.1072993,332224.8613,4128542.956,0,,
4484,37.2883775,127.107296,332224.5692,4128542.984,0,,
4486,37.2883777,127.1072928,332224.286,4128543.012,5,,
4488,37.2883781,127.1072894,332223.9854,4128543.062,5,,
4490,37.2883784,127.1072861,332223.6935,4128543.102,5,,
4492,37.288379,127.1072829,332223.4112,4128543.174,5,,
4494,37.2883797,127.1072795,332223.1113,4128543.258,5,,
4496,37.2883803,127.1072764,332222.8378,4128543.33,5,,
4498,37.2883811,127.1072732,332222.5559,4128543.424,5,,
4500,37.2883819,127.10727,332222.274,4128543.519,5,,
4502,37.2883829,127.1072667,332221.9837,4128543.635,5,,
4504,37.2883836,127.1072636,332221.7104,4128543.719,5,,
4506,37.2883845,127.1072605,332221.4376,4128543.824,5,,
4508,37.2883854,127.1072573,332221.1559,4128543.929,5,,
4510,37.2883864,127.1072543,332220.8922,4128544.046,5,,
4512,37.2883874,127.1072512,332220.6196,4128544.162,5,,
4514,37.2883885,127.1072482,332220.3561,4128544.29,5,,
4516,37.2883897,127.1072451,332220.0839,4128544.428,5,,
4518,37.2883908,127.107242,332219.8115,4128544.556,5,,
4520,37.2883918,127.107239,332219.5478,4128544.672,5,,
4522,37.2883928,127.1072359,332219.2752,4128544.788,5,,
4524,37.2883937,127.1072327,332218.9935,4128544.894,5,,
4526,37.2883946,127.1072296,332218.7207,4128544.999,5,,
4528,37.2883957,127.1072264,332218.4395,4128545.127,5,,
4530,37.2883965,127.1072233,332218.1664,4128545.221,5,,
4532,37.2883974,127.1072201,332217.8847,4128545.327,5,,
4534,37.2883984,127.1072168,332217.5944,4128545.444,5,,
4536,37.2883993,127.1072136,332217.3127,4128545.549,5,,
4538,37.2884004,127.1072101,332217.0049,4128545.678,5,,
4540,37.2884013,127.1072068,332216.7143,4128545.783,5,,
4542,37.2884022,127.1072033,332216.406,4128545.889,5,,
4544,37.2884031,127.1071999,332216.1066,4128545.995,5,,
4546,37.2884041,127.1071964,332215.7986,4128546.112,5,,
4548,37.288405,127.107193,332215.4991,4128546.218,5,,
4550,37.288406,127.1071897,332215.2088,4128546.335,5,,
4552,37.2884069,127.1071863,332214.9094,4128546.441,5,,
4554,37.2884078,127.1071829,332214.61,4128546.547,5,,
4556,37.2884087,127.1071796,332214.3194,4128546.653,5,,
4558,37.2884096,127.1071764,332214.0377,4128546.758,5,,
4560,37.2884104,127.1071732,332213.7558,4128546.853,5,,
4562,37.2884113,127.10717,332213.4741,4128546.958,5,,
4564,37.2884122,127.1071668,332213.1925,4128547.064,5,,
4566,37.288413,127.1071636,332212.9105,4128547.158,5,,
4568,37.2884139,127.1071603,332212.62,4128547.264,5,,
4570,37.2884148,127.1071571,332212.3383,4128547.369,5,,
4572,37.2884158,127.1071539,332212.0568,4128547.486,5,,
4574,37.2884168,127.1071509,332211.7931,4128547.602,5,,
4576,37.288418,127.1071476,332211.5032,4128547.741,5,,
4578,37.2884192,127.1071446,332211.2399,4128547.88,5,,
4580,37.2884206,127.1071416,332210.9771,4128548.04,5,,
4582,37.2884219,127.1071388,332210.7318,4128548.19,5,,
4584,37.2884234,127.1071359,332210.478,4128548.361,5,,
4586,37.2884251,127.1071333,332210.2513,4128548.554,0,,
4588,37.2884268,127.1071309,332210.0423,4128548.747,0,,
4590,37.2884287,127.1071285,332209.8337,4128548.962,0,,
4592,37.2884306,127.1071262,332209.6341,4128549.177,0,,
4594,37.2884325,127.107124,332209.4433,4128549.392,0,,
4596,37.2884346,127.1071218,332209.2529,4128549.629,0,,
4598,37.2884367,127.1071199,332209.0891,4128549.865,0,,
4600,37.288439,127.1071179,332208.9169,4128550.124,0,,
4602,37.2884413,127.1071161,332208.7625,4128550.382,0,,
4604,37.2884436,127.1071144,332208.6169,4128550.641,0,,
4606,37.2884461,127.107113,332208.4983,4128550.921,0,,
4608,37.2884485,127.1071118,332208.3972,4128551.189,0,,
4610,37.288451,127.1071107,332208.3053,4128551.468,0,,
4612,37.2884535,127.1071098,332208.231,4128551.747,0,,
4614,37.2884561,127.1071092,332208.1836,4128552.037,0,,
4616,37.2884587,127.107109,332208.1717,4128552.326,0,,
4618,37.2884613,127.107109,332208.1775,4128552.614,0,,
4620,37.2884639,127.1071094,332208.2187,4128552.902,0,,
4622,37.2884664,127.1071102,332208.2952,4128553.178,0,,
4624,37.2884689,127.1071112,332208.3894,4128553.453,0,,
4626,37.2884716,127.1071121,332208.4752,4128553.751,0,,
4628,37.2884742,127.1071131,332208.5696,4128554.038,0,,
4630,37.2884768,127.107114,332208.6551,4128554.325,0,,
4632,37.2884794,127.107115,332208.7496,4128554.612,0,,
4634,37.2884819,127.107116,332208.8438,4128554.887,0,,
4636,37.2884845,127.1071172,332208.9559,4128555.174,5,,
4638,37.2884871,127.1071182,332209.0504,4128555.46,5,,
4640,37.2884897,127.1071193,332209.1537,4128555.747,5,,
4642,37.2884923,127.1071203,332209.2481,4128556.034,5,,
4644,37.2884949,127.1071214,332209.3514,4128556.32,5,,
4646,37.2884974,127.1071225,332209.4545,4128556.596,5,,
4648,37.2885,127.1071236,332209.5577,4128556.882,5,,
4650,37.2885026,127.1071248,332209.6699,4128557.169,5,,
4652,37.2885051,127.1071261,332209.7907,4128557.444,5,,
4654,37.2885076,127.1071274,332209.9115,4128557.719,5,,
4656,37.2885101,127.1071287,332210.0323,4128557.994,5,,
4658,37.2885126,127.1071301,332210.162,4128558.269,5,,
4660,37.288515,127.1071313,332210.2737,4128558.533,5,,
4662,37.2885175,127.1071326,332210.3945,4128558.808,5,,
4664,37.28852,127.107134,332210.5242,4128559.083,5,,
4666,37.2885225,127.1071353,332210.645,4128559.358,5,,
4668,37.2885249,127.1071365,332210.7567,4128559.622,5,,
4670,37.2885274,127.1071379,332210.8863,4128559.897,5,,
4672,37.28853,127.1071391,332210.9985,4128560.183,5,,
4674,37.2885326,127.1071404,332211.1195,4128560.469,5,,
4676,37.2885351,127.1071417,332211.2403,4128560.745,5,,
4678,37.2885376,127.107143,332211.3611,4128561.02,5,,
4680,37.2885402,127.1071443,332211.4821,4128561.306,5,,
4682,37.2885427,127.1071456,332211.6029,4128561.581,5,,
4684,37.2885452,127.1071469,332211.7237,4128561.856,5,,
4686,37.2885476,127.1071482,332211.8443,4128562.12,5,,
4688,37.2885501,127.1071495,332211.9651,4128562.395,5,,
4690,37.2885526,127.1071508,332212.0859,4128562.67,5,,
4692,37.2885552,127.1071521,332212.2069,4128562.956,5,,
4694,37.2885577,127.1071534,332212.3278,4128563.231,5,,
4696,37.2885602,127.1071547,332212.4486,4128563.506,5,,
4698,37.2885628,127.107156,332212.5696,4128563.793,0,,
4700,37.2885653,127.1071573,332212.6904,4128564.068,0,,
4702,37.2885678,127.1071586,332212.8112,4128564.343,0,,
4704,37.2885703,127.1071599,332212.932,4128564.618,0,,
4706,37.2885729,127.1071612,332213.053,4128564.904,0,,
4708,37.2885753,127.1071625,332213.1736,4128565.168,0,,
4710,37.2885778,127.1071638,332213.2944,4128565.443,0,07_end,
4712,37.2885804,127.1071652,332213.4243,4128565.729,0,08_start,
4714,37.2885829,127.1071664,332213.5362,4128566.004,0,,
4716,37.2885854,127.1071678,332213.6659,4128566.279,0,,
4718,37.2885879,127.107169,332213.7778,4128566.555,0,,
4720,37.2885904,127.1071704,332213.9075,4128566.829,0,,
4722,37.2885929,127.1071717,332214.0283,4128567.104,0,,
4724,37.2885954,127.107173,332214.1491,4128567.38,0,,
4726,37.288598,127.1071743,332214.2701,4128567.666,0,,
4728,37.2886005,127.1071756,332214.3909,4128567.941,0,,
4730,37.288603,127.107177,332214.5206,4128568.216,0,,
4732,37.2886056,127.1071783,332214.6416,4128568.502,0,,
4734,37.2886081,127.1071796,332214.7624,4128568.777,0,,
4736,37.2886105,127.107181,332214.8918,4128569.041,0,,
4738,37.2886131,127.1071824,332215.0217,4128569.327,0,,
4740,37.2886156,127.1071836,332215.1337,4128569.602,0,,
4742,37.2886182,127.107185,332215.2635,4128569.888,0,,
4744,37.2886207,127.1071864,332215.3932,4128570.163,0,,
4746,37.2886231,127.1071876,332215.5049,4128570.427,0,,
4748,37.2886256,127.107189,332215.6346,4128570.702,0,,
4750,37.2886282,127.1071904,332215.7645,4128570.988,0,,
4752,37.2886306,127.1071917,332215.8851,4128571.252,0,,
4754,37.288633,127.1071931,332216.0145,4128571.516,0,,
4756,37.2886354,127.1071944,332216.1351,4128571.78,0,,
4758,37.2886379,127.1071957,332216.2559,4128572.055,0,,
4760,37.2886404,127.1071969,332216.3678,4128572.33,0,,
4762,37.2886429,127.1071982,332216.4886,4128572.605,0,,
4764,37.2886454,127.1071994,332216.6006,4128572.88,0,,
4766,37.288648,127.1072006,332216.7127,4128573.167,0,,
4768,37.2886505,127.1072016,332216.8069,4128573.442,10,,
4770,37.2886531,127.1072025,332216.8925,4128573.729,10,,
4772,37.2886557,127.1072033,332216.9692,4128574.016,4,,
4774,37.2886584,127.1072041,332217.0461,4128574.315,4,,
4776,37.288661,127.1072048,332217.1139,4128574.602,5,,
4778,37.2886635,127.1072056,332217.1904,4128574.878,5,,
4780,37.2886662,127.1072062,332217.2496,4128575.176,5,,
4782,37.2886688,127.1072069,332217.3174,4128575.464,5,,
4784,37.2886715,127.1072074,332217.3677,4128575.762,5,,
4786,37.2886742,127.1072079,332217.4181,4128576.061,5,,
4788,37.2886769,127.1072084,332217.4684,4128576.36,5,,
4790,37.2886796,127.1072087,332217.501,4128576.659,5,,
4792,37.2886822,127.1072089,332217.5245,4128576.947,5,,
4794,37.2886849,127.1072091,332217.5482,4128577.246,5,,
4796,37.2886876,127.1072091,332217.5542,4128577.546,5,,
4798,37.2886903,127.107209,332217.5513,4128577.845,5,,
4800,37.2886929,127.1072087,332217.5305,4128578.134,5,,
4802,37.2886956,127.1072082,332217.4922,4128578.435,5,,
4804,37.2886982,127.1072076,332217.4448,4128578.724,5,,
4806,37.2887009,127.1072068,332217.3799,4128579.025,5,,
4808,37.2887035,127.107206,332217.3147,4128579.315,5,,
4810,37.2887061,127.1072049,332217.223,4128579.606,5,,
4812,37.2887086,127.1072038,332217.131,4128579.885,5,,
4814,37.2887112,127.1072026,332217.0304,4128580.176,5,,
4816,37.2887137,127.1072013,332216.9207,4128580.455,5,,
4818,37.2887162,127.1072,332216.811,4128580.735,5,,
4820,37.2887187,127.1071987,332216.7013,4128581.015,5,,
4822,37.2887212,127.1071973,332216.5828,4128581.295,5,,
4824,37.2887236,127.1071956,332216.4374,4128581.564,5,,
4826,37.288726,127.1071939,332216.292,4128581.833,5,,
4828,37.2887284,127.1071921,332216.1378,4128582.103,5,,
4830,37.2887306,127.1071902,332215.9742,4128582.35,5,,
4832,37.2887328,127.1071882,332215.8018,4128582.598,5,,
4834,37.2887349,127.1071862,332215.6292,4128582.834,5,,
4836,37.288737,127.1071841,332215.4477,4128583.071,5,,
4838,37.288739,127.1071819,332215.2571,4128583.297,5,,
4840,37.2887409,127.1071796,332215.0574,4128583.512,5,,
4842,37.2887428,127.1071773,332214.8577,4128583.727,5,,
4844,37.2887447,127.1071748,332214.6403,4128583.942,5,,
4846,37.2887465,127.1071723,332214.4227,4128584.146,5,,
4848,37.2887482,127.1071697,332214.196,4128584.339,5,,
4850,37.2887498,127.107167,332213.9602,4128584.522,5,,
4852,37.2887513,127.1071642,332213.7153,4128584.693,5,,
4854,37.2887527,127.1071613,332213.4613,4128584.854,5,,
4856,37.2887539,127.1071584,332213.2069,4128584.992,5,,
4858,37.2887551,127.1071552,332212.9259,4128585.131,5,,
4860,37.2887563,127.1071522,332212.6626,4128585.269,5,,
4862,37.2887574,127.1071491,332212.3902,4128585.397,5,,
4864,37.2887586,127.107146,332212.118,4128585.535,5,,
4866,37.2887596,127.1071429,332211.8454,4128585.652,5,,
4868,37.2887607,127.1071399,332211.5819,4128585.779,5,,
4870,37.2887617,127.1071368,332211.3093,4128585.896,5,,
4872,37.2887628,127.1071337,332211.037,4128586.023,5,,
4874,37.2887638,127.1071307,332210.7732,4128586.139,5,,
4876,37.2887648,127.1071276,332210.5006,4128586.256,5,,
4878,37.2887658,127.1071244,332210.2192,4128586.373,5,,
4880,37.2887668,127.1071213,332209.9466,4128586.489,5,,
4882,37.2887678,127.1071182,332209.674,4128586.605,5,,
4884,37.2887688,127.107115,332209.3925,4128586.722,5,,
4886,37.2887698,127.1071119,332209.1199,4128586.839,5,,
4888,37.2887707,127.1071087,332208.8382,4128586.944,5,,
4890,37.2887717,127.1071056,332208.5656,4128587.061,5,,
4892,37.2887726,127.1071024,332208.2839,4128587.166,5,,
4894,37.2887735,127.1070992,332208.0022,4128587.272,5,,
4896,37.2887746,127.107096,332207.721,4128587.399,5,,
4898,37.2887755,127.1070927,332207.4305,4128587.505,5,,
4900,37.2887764,127.1070895,332207.1488,4128587.611,5,,
4902,37.2887774,127.1070864,332206.8762,4128587.727,5,,
4904,37.2887784,127.1070833,332206.6036,4128587.844,5,,
4906,37.2887794,127.1070802,332206.331,4128587.96,5,,
4908,37.2887804,127.1070771,332206.0584,4128588.076,5,,
4910,37.2887815,127.107074,332205.786,4128588.204,5,,
4912,37.2887826,127.1070709,332205.5136,4128588.332,5,,
4914,37.2887837,127.1070677,332205.2324,4128588.459,5,,
4916,37.2887847,127.1070646,332204.9598,4128588.576,5,,
4918,37.2887857,127.1070616,332204.6961,4128588.692,5,,
4920,37.2887868,127.1070585,332204.4237,4128588.82,5,,
4922,37.2887878,127.1070553,332204.1422,4128588.936,5,,
4924,37.2887889,127.1070522,332203.8698,4128589.064,5,,
4926,37.28879,127.1070491,332203.5975,4128589.191,5,,
4928,37.288791,127.1070459,332203.316,4128589.308,5,,
4930,37.2887921,127.1070427,332203.0348,4128589.436,5,,
4932,37.2887931,127.1070396,332202.7622,4128589.552,5,,
4934,37.2887942,127.1070364,332202.4809,4128589.68,5,,
4936,37.2887952,127.1070333,332202.2083,4128589.796,5,,
4938,37.2887963,127.1070302,332201.936,4128589.924,5,,
4940,37.2887973,127.107027,332201.6545,4128590.041,5,,
4942,37.2887984,127.1070239,332201.3821,4128590.168,5,,
4944,37.2887994,127.1070208,332201.1095,4128590.285,5,,
4946,37.2888005,127.1070177,332200.8371,4128590.412,5,,
4948,37.2888015,127.1070146,332200.5645,4128590.529,5,,
4950,37.2888025,127.1070115,332200.2919,4128590.645,5,,
4952,37.2888036,127.1070083,332200.0107,4128590.773,5,,
4954,37.2888046,127.1070052,332199.7381,4128590.889,5,,
4956,37.2888056,127.1070021,332199.4655,4128591.006,5,,
4958,37.2888066,127.1069989,332199.184,4128591.122,5,,
4960,37.2888076,127.1069958,332198.9114,4128591.239,5,,
4962,37.2888086,127.1069926,332198.63,4128591.355,5,,
4964,37.2888097,127.1069895,332198.3576,4128591.483,5,,
4966,37.2888107,127.1069863,332198.0761,4128591.6,5,,
4968,37.2888117,127.1069832,332197.8035,4128591.716,5,,
4970,37.2888128,127.10698,332197.5223,4128591.844,5,,
4972,37.2888137,127.1069769,332197.2495,4128591.949,5,,
4974,37.2888147,127.1069737,332196.968,4128592.066,5,,
4976,37.2888158,127.1069705,332196.6868,4128592.193,5,,
4978,37.2888168,127.1069674,332196.4142,4128592.31,5,08_end,
4980,37.2888178,127.1069643,332196.1416,4128592.426,5,09_start,
4982,37.2888188,127.1069611,332195.8601,4128592.543,5,,
4984,37.2888198,127.1069579,332195.5787,4128592.66,5,,
4986,37.2888208,127.1069546,332195.2883,4128592.776,5,,
4988,37.2888219,127.1069514,332195.0071,4128592.904,5,,
4990,37.2888229,127.1069483,332194.7345,4128593.021,5,,
4992,37.2888238,127.1069451,332194.4528,4128593.126,5,,
4994,37.2888249,127.1069418,332194.1627,4128593.254,5,,
4996,37.2888259,127.1069386,332193.8812,4128593.371,5,,
4998,37.2888269,127.1069354,332193.5998,4128593.487,5,,
5000,37.2888278,127.1069321,332193.3092,4128593.593,5,,
5002,37.2888288,127.1069289,332193.0278,4128593.71,5,,
5004,37.2888298,127.1069257,332192.7463,4128593.826,5,,
5006,37.2888308,127.1069225,332192.4648,4128593.943,5,,
5008,37.2888318,127.1069192,332192.1745,4128594.06,5,,
5010,37.2888327,127.1069161,332191.9017,4128594.165,5,,
5012,37.2888337,127.1069129,332191.6202,4128594.282,5,,
5014,37.2888347,127.1069098,332191.3476,4128594.398,5,,
5016,37.2888355,127.1069067,332191.0746,4128594.493,5,,
5018,37.2888365,127.1069036,332190.802,4128594.609,5,,
5020,37.2888374,127.1069005,332190.5292,4128594.714,5,,
5022,37.2888383,127.1068974,332190.2564,4128594.82,5,,
5024,37.2888392,127.1068943,332189.9835,4128594.925,5,,
5026,37.2888401,127.1068912,332189.7107,4128595.03,5,,
5028,37.2888411,127.1068879,332189.4204,4128595.147,5,,
5030,37.2888419,127.1068849,332189.1562,4128595.241,5,,
5032,37.2888428,127.1068817,332188.8745,4128595.347,5,,
5034,37.2888437,127.1068784,332188.584,4128595.453,5,,
5036,37.2888446,127.1068752,332188.3023,4128595.558,5,,
5038,37.2888455,127.1068719,332188.0117,4128595.664,5,,
5040,37.2888464,127.1068687,332187.7301,4128595.769,5,,
5042,37.2888473,127.1068655,332187.4484,4128595.875,5,,
5044,37.2888482,127.1068623,332187.1667,4128595.981,5,,
5046,37.2888491,127.1068591,332186.885,4128596.086,5,,
5048,37.2888501,127.1068559,332186.6035,4128596.203,5,,
5050,37.2888511,127.1068528,332186.3309,4128596.319,5,,
5052,37.2888522,127.1068497,332186.0586,4128596.447,5,,
5054,37.2888533,127.1068466,332185.7862,4128596.574,5,,
5056,37.2888544,127.1068434,332185.505,4128596.702,5,,
5058,37.2888555,127.1068403,332185.2326,4128596.83,5,,
5060,37.2888565,127.1068371,332184.9511,4128596.946,5,,
5062,37.2888576,127.106834,332184.6787,4128597.074,5,,
5064,37.2888586,127.1068309,332184.4061,4128597.19,5,,
5066,37.2888596,127.1068278,332184.1336,4128597.307,5,,
5068,37.2888608,127.1068246,332183.8525,4128597.445,5,,
5070,37.2888618,127.1068214,332183.5711,4128597.562,5,,
5072,37.2888629,127.1068182,332183.2898,4128597.69,5,,
5074,37.288864,127.1068151,332183.0175,4128597.817,5,,
5076,37.288865,127.1068119,332182.736,4128597.934,5,,
5078,37.2888661,127.1068088,332182.4636,4128598.062,5,,
